id	category	name	iri
ensembl:ENSG00000116014	biolink:Gene	KISS1R	
ensembl:ENSG00000164611	biolink:Gene	PTTG1	
ensembl:ENSG00000136861	biolink:Gene	CDK5RAP2	
ensembl:ENSG00000164611	biolink:Gene	PTTG1	
ensembl:ENSG00000164850	biolink:Gene	GPER1	
ensembl:ENSG00000164611	biolink:Gene	PTTG1	
ensembl:ENSG00000123643	biolink:Gene	SLC36A1	
ensembl:ENSG00000164611	biolink:Gene	PTTG1	
ensembl:ENSG00000164305	biolink:Gene	CASP3	
ensembl:ENSG00000164611	biolink:Gene	PTTG1	
ensembl:ENSG00000165392	biolink:Gene	WRN	
ensembl:ENSG00000164611	biolink:Gene	PTTG1	
ensembl:ENSG00000100567	biolink:Gene	PSMA3	
ensembl:ENSG00000171862	biolink:Gene	PTEN	
ensembl:ENSG00000101265	biolink:Gene	RASSF2	
ensembl:ENSG00000171862	biolink:Gene	PTEN	
ensembl:ENSG00000197774	biolink:Gene	EME2	
ensembl:ENSG00000171862	biolink:Gene	PTEN	
ensembl:ENSG00000164961	biolink:Gene	WASHC5	
ensembl:ENSG00000171862	biolink:Gene	PTEN	
ensembl:ENSG00000144485	biolink:Gene	HES6	
ensembl:ENSG00000171862	biolink:Gene	PTEN	
ensembl:ENSG00000101945	biolink:Gene	SUV39H1	
ensembl:ENSG00000171862	biolink:Gene	PTEN	
ensembl:ENSG00000164850	biolink:Gene	GPER1	
ensembl:ENSG00000171862	biolink:Gene	PTEN	
ensembl:ENSG00000125510	biolink:Gene	OPRL1	
ensembl:ENSG00000171862	biolink:Gene	PTEN	
ensembl:ENSG00000197563	biolink:Gene	PIGN	
ensembl:ENSG00000171862	biolink:Gene	PTEN	
ensembl:ENSG00000072401	biolink:Gene	UBE2D1	
ensembl:ENSG00000171862	biolink:Gene	PTEN	
ensembl:ENSG00000167081	biolink:Gene	PBX3	
ensembl:ENSG00000171862	biolink:Gene	PTEN	
ensembl:ENSG00000123643	biolink:Gene	SLC36A1	
ensembl:ENSG00000171862	biolink:Gene	PTEN	
ensembl:ENSG00000068097	biolink:Gene	HEATR6	
ensembl:ENSG00000171862	biolink:Gene	PTEN	
ensembl:ENSG00000100243	biolink:Gene	CYB5R3	
ensembl:ENSG00000171862	biolink:Gene	PTEN	
ensembl:ENSG00000153066	biolink:Gene	TXNDC11	
ensembl:ENSG00000171862	biolink:Gene	PTEN	
ensembl:ENSG00000115267	biolink:Gene	IFIH1	
ensembl:ENSG00000171862	biolink:Gene	PTEN	
ensembl:ENSG00000182325	biolink:Gene	FBXL6	
ensembl:ENSG00000171862	biolink:Gene	PTEN	
ensembl:ENSG00000148400	biolink:Gene	NOTCH1	
ensembl:ENSG00000171862	biolink:Gene	PTEN	
ensembl:ENSG00000167617	biolink:Gene	CDC42EP5	
ensembl:ENSG00000171862	biolink:Gene	PTEN	
ensembl:ENSG00000148488	biolink:Gene	ST8SIA6	
ensembl:ENSG00000171862	biolink:Gene	PTEN	
ensembl:ENSG00000178726	biolink:Gene	THBD	
ensembl:ENSG00000171862	biolink:Gene	PTEN	
ensembl:ENSG00000136758	biolink:Gene	YME1L1	
ensembl:ENSG00000171862	biolink:Gene	PTEN	
ensembl:ENSG00000169100	biolink:Gene	SLC25A6	
ensembl:ENSG00000171862	biolink:Gene	PTEN	
ensembl:ENSG00000197921	biolink:Gene	HES5	
ensembl:ENSG00000171862	biolink:Gene	PTEN	
ensembl:ENSG00000059728	biolink:Gene	MXD1	
ensembl:ENSG00000171862	biolink:Gene	PTEN	
ensembl:ENSG00000126067	biolink:Gene	PSMB2	
ensembl:ENSG00000171862	biolink:Gene	PTEN	
ensembl:ENSG00000111674	biolink:Gene	ENO2	
ensembl:ENSG00000171862	biolink:Gene	PTEN	
ensembl:ENSG00000184792	biolink:Gene	OSBP2	
ensembl:ENSG00000171862	biolink:Gene	PTEN	
ensembl:ENSG00000134905	biolink:Gene	CARS2	
ensembl:ENSG00000171862	biolink:Gene	PTEN	
ensembl:ENSG00000185338	biolink:Gene	SOCS1	
ensembl:ENSG00000171862	biolink:Gene	PTEN	
ensembl:ENSG00000171206	biolink:Gene	TRIM8	
ensembl:ENSG00000171862	biolink:Gene	PTEN	
ensembl:ENSG00000135441	biolink:Gene	BLOC1S1	
ensembl:ENSG00000171862	biolink:Gene	PTEN	
ensembl:ENSG00000131378	biolink:Gene	RFTN1	
ensembl:ENSG00000171862	biolink:Gene	PTEN	
ensembl:ENSG00000143569	biolink:Gene	UBAP2L	
ensembl:ENSG00000171862	biolink:Gene	PTEN	
ensembl:ENSG00000122779	biolink:Gene	TRIM24	
ensembl:ENSG00000171862	biolink:Gene	PTEN	
ensembl:ENSG00000162407	biolink:Gene	PLPP3	
ensembl:ENSG00000171862	biolink:Gene	PTEN	
ensembl:ENSG00000115282	biolink:Gene	TTC31	
ensembl:ENSG00000171862	biolink:Gene	PTEN	
ensembl:ENSG00000073350	biolink:Gene	LLGL2	
ensembl:ENSG00000171862	biolink:Gene	PTEN	
ensembl:ENSG00000103253	biolink:Gene	HAGHL	
ensembl:ENSG00000171862	biolink:Gene	PTEN	
ensembl:ENSG00000127564	biolink:Gene	PKMYT1	
ensembl:ENSG00000171862	biolink:Gene	PTEN	
ensembl:ENSG00000243649	biolink:Gene	CFB	
ensembl:ENSG00000171862	biolink:Gene	PTEN	
ensembl:ENSG00000122678	biolink:Gene	POLM	
ensembl:ENSG00000171862	biolink:Gene	PTEN	
ensembl:ENSG00000167552	biolink:Gene	TUBA1A	
ensembl:ENSG00000133703	biolink:Gene	KRAS	
ensembl:ENSG00000101265	biolink:Gene	RASSF2	
ensembl:ENSG00000133703	biolink:Gene	KRAS	
ensembl:ENSG00000197774	biolink:Gene	EME2	
ensembl:ENSG00000133703	biolink:Gene	KRAS	
ensembl:ENSG00000164961	biolink:Gene	WASHC5	
ensembl:ENSG00000133703	biolink:Gene	KRAS	
ensembl:ENSG00000144485	biolink:Gene	HES6	
ensembl:ENSG00000133703	biolink:Gene	KRAS	
ensembl:ENSG00000101945	biolink:Gene	SUV39H1	
ensembl:ENSG00000133703	biolink:Gene	KRAS	
ensembl:ENSG00000164850	biolink:Gene	GPER1	
ensembl:ENSG00000133703	biolink:Gene	KRAS	
ensembl:ENSG00000125510	biolink:Gene	OPRL1	
ensembl:ENSG00000133703	biolink:Gene	KRAS	
ensembl:ENSG00000197563	biolink:Gene	PIGN	
ensembl:ENSG00000133703	biolink:Gene	KRAS	
ensembl:ENSG00000072401	biolink:Gene	UBE2D1	
ensembl:ENSG00000133703	biolink:Gene	KRAS	
ensembl:ENSG00000167081	biolink:Gene	PBX3	
ensembl:ENSG00000133703	biolink:Gene	KRAS	
ensembl:ENSG00000123643	biolink:Gene	SLC36A1	
ensembl:ENSG00000133703	biolink:Gene	KRAS	
ensembl:ENSG00000068097	biolink:Gene	HEATR6	
ensembl:ENSG00000133703	biolink:Gene	KRAS	
ensembl:ENSG00000100243	biolink:Gene	CYB5R3	
ensembl:ENSG00000133703	biolink:Gene	KRAS	
ensembl:ENSG00000153066	biolink:Gene	TXNDC11	
ensembl:ENSG00000133703	biolink:Gene	KRAS	
ensembl:ENSG00000115267	biolink:Gene	IFIH1	
ensembl:ENSG00000133703	biolink:Gene	KRAS	
ensembl:ENSG00000182325	biolink:Gene	FBXL6	
ensembl:ENSG00000133703	biolink:Gene	KRAS	
ensembl:ENSG00000148400	biolink:Gene	NOTCH1	
ensembl:ENSG00000133703	biolink:Gene	KRAS	
ensembl:ENSG00000167617	biolink:Gene	CDC42EP5	
ensembl:ENSG00000133703	biolink:Gene	KRAS	
ensembl:ENSG00000148488	biolink:Gene	ST8SIA6	
ensembl:ENSG00000133703	biolink:Gene	KRAS	
ensembl:ENSG00000178726	biolink:Gene	THBD	
ensembl:ENSG00000133703	biolink:Gene	KRAS	
ensembl:ENSG00000136758	biolink:Gene	YME1L1	
ensembl:ENSG00000133703	biolink:Gene	KRAS	
ensembl:ENSG00000169100	biolink:Gene	SLC25A6	
ensembl:ENSG00000133703	biolink:Gene	KRAS	
ensembl:ENSG00000197921	biolink:Gene	HES5	
ensembl:ENSG00000133703	biolink:Gene	KRAS	
ensembl:ENSG00000059728	biolink:Gene	MXD1	
ensembl:ENSG00000133703	biolink:Gene	KRAS	
ensembl:ENSG00000126067	biolink:Gene	PSMB2	
ensembl:ENSG00000133703	biolink:Gene	KRAS	
ensembl:ENSG00000111674	biolink:Gene	ENO2	
ensembl:ENSG00000133703	biolink:Gene	KRAS	
ensembl:ENSG00000184792	biolink:Gene	OSBP2	
ensembl:ENSG00000133703	biolink:Gene	KRAS	
ensembl:ENSG00000134905	biolink:Gene	CARS2	
ensembl:ENSG00000133703	biolink:Gene	KRAS	
ensembl:ENSG00000185338	biolink:Gene	SOCS1	
ensembl:ENSG00000133703	biolink:Gene	KRAS	
ensembl:ENSG00000171206	biolink:Gene	TRIM8	
ensembl:ENSG00000133703	biolink:Gene	KRAS	
ensembl:ENSG00000135441	biolink:Gene	BLOC1S1	
ensembl:ENSG00000133703	biolink:Gene	KRAS	
ensembl:ENSG00000131378	biolink:Gene	RFTN1	
ensembl:ENSG00000133703	biolink:Gene	KRAS	
ensembl:ENSG00000143569	biolink:Gene	UBAP2L	
ensembl:ENSG00000133703	biolink:Gene	KRAS	
ensembl:ENSG00000122779	biolink:Gene	TRIM24	
ensembl:ENSG00000133703	biolink:Gene	KRAS	
ensembl:ENSG00000162407	biolink:Gene	PLPP3	
ensembl:ENSG00000133703	biolink:Gene	KRAS	
ensembl:ENSG00000115282	biolink:Gene	TTC31	
ensembl:ENSG00000133703	biolink:Gene	KRAS	
ensembl:ENSG00000073350	biolink:Gene	LLGL2	
ensembl:ENSG00000133703	biolink:Gene	KRAS	
ensembl:ENSG00000103253	biolink:Gene	HAGHL	
ensembl:ENSG00000133703	biolink:Gene	KRAS	
ensembl:ENSG00000127564	biolink:Gene	PKMYT1	
ensembl:ENSG00000133703	biolink:Gene	KRAS	
ensembl:ENSG00000243649	biolink:Gene	CFB	
ensembl:ENSG00000133703	biolink:Gene	KRAS	
ensembl:ENSG00000122678	biolink:Gene	POLM	
ensembl:ENSG00000133703	biolink:Gene	KRAS	
ensembl:ENSG00000167552	biolink:Gene	TUBA1A	
ensembl:ENSG00000134982	biolink:Gene	APC	
ensembl:ENSG00000113712	biolink:Gene	CSNK1A1	
ensembl:ENSG00000134982	biolink:Gene	APC	
ensembl:ENSG00000151790	biolink:Gene	TDO2	
ensembl:ENSG00000134982	biolink:Gene	APC	
ensembl:ENSG00000168036	biolink:Gene	CTNNB1	
ensembl:ENSG00000213281	biolink:Gene	NRAS	
ensembl:ENSG00000173653	biolink:Gene	RCE1	
ensembl:ENSG00000133703	biolink:Gene	KRAS	
ensembl:ENSG00000173653	biolink:Gene	RCE1	
ensembl:ENSG00000213281	biolink:Gene	NRAS	
ensembl:ENSG00000116237	biolink:Gene	ICMT	
ensembl:ENSG00000133703	biolink:Gene	KRAS	
ensembl:ENSG00000116237	biolink:Gene	ICMT	
ensembl:ENSG00000213281	biolink:Gene	NRAS	
ensembl:ENSG00000132155	biolink:Gene	RAF1	
ensembl:ENSG00000133703	biolink:Gene	KRAS	
ensembl:ENSG00000132155	biolink:Gene	RAF1	
ensembl:ENSG00000213281	biolink:Gene	NRAS	
ensembl:ENSG00000108061	biolink:Gene	SHOC2	
ensembl:ENSG00000133703	biolink:Gene	KRAS	
ensembl:ENSG00000108061	biolink:Gene	SHOC2	
ensembl:ENSG00000213281	biolink:Gene	NRAS	
ensembl:ENSG00000124126	biolink:Gene	PREX1	
ensembl:ENSG00000133703	biolink:Gene	KRAS	
ensembl:ENSG00000124126	biolink:Gene	PREX1	
ensembl:ENSG00000175054	biolink:Gene	ATR	
ensembl:ENSG00000147647	biolink:Gene	DPYS	
ensembl:ENSG00000175054	biolink:Gene	ATR	
ensembl:ENSG00000198408	biolink:Gene	OGA	
ensembl:ENSG00000175054	biolink:Gene	ATR	
ensembl:ENSG00000171792	biolink:Gene	RHNO1	
ensembl:ENSG00000175054	biolink:Gene	ATR	
ensembl:ENSG00000136273	biolink:Gene	HUS1	
ensembl:ENSG00000175054	biolink:Gene	ATR	
ensembl:ENSG00000125319	biolink:Gene	HROB	
ensembl:ENSG00000175054	biolink:Gene	ATR	
ensembl:ENSG00000166477	biolink:Gene	LEO1	
ensembl:ENSG00000175054	biolink:Gene	ATR	
ensembl:ENSG00000099381	biolink:Gene	SETD1A	
ensembl:ENSG00000175054	biolink:Gene	ATR	
ensembl:ENSG00000054118	biolink:Gene	THRAP3	
ensembl:ENSG00000175054	biolink:Gene	ATR	
ensembl:ENSG00000125107	biolink:Gene	CNOT1	
ensembl:ENSG00000175054	biolink:Gene	ATR	
ensembl:ENSG00000104889	biolink:Gene	RNASEH2A	
ensembl:ENSG00000175054	biolink:Gene	ATR	
ensembl:ENSG00000123975	biolink:Gene	CKS2	
ensembl:ENSG00000175054	biolink:Gene	ATR	
ensembl:ENSG00000135913	biolink:Gene	USP37	
ensembl:ENSG00000175054	biolink:Gene	ATR	
ensembl:ENSG00000111877	biolink:Gene	MCM9	
ensembl:ENSG00000175054	biolink:Gene	ATR	
ensembl:ENSG00000136982	biolink:Gene	DSCC1	
ensembl:ENSG00000175054	biolink:Gene	ATR	
ensembl:ENSG00000115350	biolink:Gene	POLE4	
ensembl:ENSG00000175054	biolink:Gene	ATR	
ensembl:ENSG00000168701	biolink:Gene	TMEM208	
ensembl:ENSG00000175054	biolink:Gene	ATR	
ensembl:ENSG00000148229	biolink:Gene	POLE3	
ensembl:ENSG00000175054	biolink:Gene	ATR	
ensembl:ENSG00000136104	biolink:Gene	RNASEH2B	
ensembl:ENSG00000175054	biolink:Gene	ATR	
ensembl:ENSG00000117713	biolink:Gene	ARID1A	
ensembl:ENSG00000175054	biolink:Gene	ATR	
ensembl:ENSG00000149311	biolink:Gene	ATM	
ensembl:ENSG00000175054	biolink:Gene	ATR	
ensembl:ENSG00000198870	biolink:Gene	STKLD1	
ensembl:ENSG00000175054	biolink:Gene	ATR	
ensembl:ENSG00000118260	biolink:Gene	CREB1	
ensembl:ENSG00000175054	biolink:Gene	ATR	
ensembl:ENSG00000156136	biolink:Gene	DCK	
ensembl:ENSG00000175054	biolink:Gene	ATR	
ensembl:ENSG00000108947	biolink:Gene	EFNB3	
ensembl:ENSG00000175054	biolink:Gene	ATR	
ensembl:ENSG00000173818	biolink:Gene	ENDOV	
ensembl:ENSG00000175054	biolink:Gene	ATR	
ensembl:ENSG00000112039	biolink:Gene	FANCE	
ensembl:ENSG00000175054	biolink:Gene	ATR	
ensembl:ENSG00000213066	biolink:Gene	CEP43	
ensembl:ENSG00000175054	biolink:Gene	ATR	
ensembl:ENSG00000151702	biolink:Gene	FLI1	
ensembl:ENSG00000175054	biolink:Gene	ATR	
ensembl:ENSG00000147257	biolink:Gene	GPC3	
ensembl:ENSG00000175054	biolink:Gene	ATR	
ensembl:ENSG00000123388	biolink:Gene	HOXC11	
ensembl:ENSG00000175054	biolink:Gene	ATR	
ensembl:ENSG00000138413	biolink:Gene	IDH1	
ensembl:ENSG00000175054	biolink:Gene	ATR	
ensembl:ENSG00000166896	biolink:Gene	ATP23	
ensembl:ENSG00000175054	biolink:Gene	ATR	
ensembl:ENSG00000114738	biolink:Gene	MAPKAPK3	
ensembl:ENSG00000175054	biolink:Gene	ATR	
ensembl:ENSG00000057468	biolink:Gene	MSH4	
ensembl:ENSG00000175054	biolink:Gene	ATR	
ensembl:ENSG00000083093	biolink:Gene	PALB2	
ensembl:ENSG00000175054	biolink:Gene	ATR	
ensembl:ENSG00000173846	biolink:Gene	PLK3	
ensembl:ENSG00000175054	biolink:Gene	ATR	
ensembl:ENSG00000122512	biolink:Gene	PMS2	
ensembl:ENSG00000175054	biolink:Gene	ATR	
ensembl:ENSG00000062822	biolink:Gene	POLD1	
ensembl:ENSG00000175054	biolink:Gene	ATR	
ensembl:ENSG00000163932	biolink:Gene	PRKCD	
ensembl:ENSG00000175054	biolink:Gene	ATR	
ensembl:ENSG00000070950	biolink:Gene	RAD18	
ensembl:ENSG00000175054	biolink:Gene	ATR	
ensembl:ENSG00000172613	biolink:Gene	RAD9A	
ensembl:ENSG00000175054	biolink:Gene	ATR	
ensembl:ENSG00000162775	biolink:Gene	RBM15	
ensembl:ENSG00000175054	biolink:Gene	ATR	
ensembl:ENSG00000188827	biolink:Gene	SLX4	
ensembl:ENSG00000175054	biolink:Gene	ATR	
ensembl:ENSG00000141646	biolink:Gene	SMAD4	
ensembl:ENSG00000175054	biolink:Gene	ATR	
ensembl:ENSG00000204344	biolink:Gene	STK19	
ensembl:ENSG00000175054	biolink:Gene	ATR	
ensembl:ENSG00000060140	biolink:Gene	STYK1	
ensembl:ENSG00000175054	biolink:Gene	ATR	
ensembl:ENSG00000177565	biolink:Gene	TBL1XR1	
ensembl:ENSG00000166851	biolink:Gene	PLK1	
ensembl:ENSG00000173207	biolink:Gene	CKS1B	
ensembl:ENSG00000197122	biolink:Gene	SRC	
ensembl:ENSG00000101266	biolink:Gene	CSNK2A1	
ensembl:ENSG00000197122	biolink:Gene	SRC	
ensembl:ENSG00000171132	biolink:Gene	PRKCE	
ensembl:ENSG00000175054	biolink:Gene	ATR	
ensembl:ENSG00000073050	biolink:Gene	XRCC1	
ensembl:ENSG00000080503	biolink:Gene	SMARCA2	
ensembl:ENSG00000127616	biolink:Gene	SMARCA4	
ensembl:ENSG00000133703	biolink:Gene	KRAS	
ensembl:ENSG00000130413	biolink:Gene	STK33	
ensembl:ENSG00000133703	biolink:Gene	KRAS	
ensembl:ENSG00000183735	biolink:Gene	TBK1	
ensembl:ENSG00000171862	biolink:Gene	PTEN	
ensembl:ENSG00000143384	biolink:Gene	MCL1	
ensembl:ENSG00000117713	biolink:Gene	ARID1A	
ensembl:ENSG00000106462	biolink:Gene	EZH2	
ensembl:ENSG00000118007	biolink:Gene	STAG1	
ensembl:ENSG00000101972	biolink:Gene	STAG2	
ensembl:ENSG00000171862	biolink:Gene	PTEN	
ensembl:ENSG00000100393	biolink:Gene	EP300	
ensembl:ENSG00000005339	biolink:Gene	CREBBP	
ensembl:ENSG00000100393	biolink:Gene	EP300	
ensembl:ENSG00000106462	biolink:Gene	EZH2	
ensembl:ENSG00000163939	biolink:Gene	PBRM1	
ensembl:ENSG00000132612	biolink:Gene	VPS4A	
ensembl:ENSG00000119541	biolink:Gene	VPS4B	
ensembl:ENSG00000133703	biolink:Gene	KRAS	
ensembl:ENSG00000151012	biolink:Gene	SLC7A11	
ensembl:ENSG00000134086	biolink:Gene	VHL	
ensembl:ENSG00000183735	biolink:Gene	TBK1	
ensembl:ENSG00000137648	biolink:Gene	TMPRSS4	
ensembl:ENSG00000204580	biolink:Gene	DDR1	
ensembl:ENSG00000136997	biolink:Gene	MYC	
ensembl:ENSG00000171791	biolink:Gene	BCL2	
ensembl:ENSG00000171862	biolink:Gene	PTEN	
ensembl:ENSG00000152256	biolink:Gene	PDK1	
ensembl:ENSG00000135363	biolink:Gene	LMO2	
ensembl:ENSG00000143799	biolink:Gene	PARP1	
ensembl:ENSG00000136997	biolink:Gene	MYC	
ensembl:ENSG00000087586	biolink:Gene	AURKA	
ensembl:ENSG00000137193	biolink:Gene	PIM1	
ensembl:ENSG00000166851	biolink:Gene	PLK1	
ensembl:ENSG00000149554	biolink:Gene	CHEK1	
ensembl:ENSG00000162063	biolink:Gene	CCNF	
ensembl:ENSG00000198793	biolink:Gene	MTOR	
ensembl:ENSG00000087586	biolink:Gene	AURKA	
ensembl:ENSG00000005339	biolink:Gene	CREBBP	
ensembl:ENSG00000100393	biolink:Gene	EP300	
ensembl:ENSG00000227345	biolink:Gene	PARG	
ensembl:ENSG00000112679	biolink:Gene	DUSP22	
ensembl:ENSG00000138413	biolink:Gene	IDH1	
ensembl:ENSG00000171552	biolink:Gene	BCL2L1	
ensembl:ENSG00000171862	biolink:Gene	PTEN	
ensembl:ENSG00000149311	biolink:Gene	ATM	
ensembl:ENSG00000039068	biolink:Gene	CDH1	
ensembl:ENSG00000047936	biolink:Gene	ROS1	
ensembl:ENSG00000179295	biolink:Gene	PTPN11	
ensembl:ENSG00000061938	biolink:Gene	TNK2	
ensembl:ENSG00000139687	biolink:Gene	RB1	
ensembl:ENSG00000087586	biolink:Gene	AURKA	
ensembl:ENSG00000171862	biolink:Gene	PTEN	
ensembl:ENSG00000127616	biolink:Gene	SMARCA4	
ensembl:ENSG00000133703	biolink:Gene	KRAS	
ensembl:ENSG00000170312	biolink:Gene	CDK1	
ensembl:ENSG00000175054	biolink:Gene	ATR	
ensembl:ENSG00000149554	biolink:Gene	CHEK1	
ensembl:ENSG00000136997	biolink:Gene	MYC	
ensembl:ENSG00000120889	biolink:Gene	TNFRSF10B	
ensembl:ENSG00000143799	biolink:Gene	PARP1	
ensembl:ENSG00000141867	biolink:Gene	BRD4	
ensembl:ENSG00000141510	biolink:Gene	TP53	
ensembl:ENSG00000171791	biolink:Gene	BCL2	
ensembl:ENSG00000141736	biolink:Gene	ERBB2	
ensembl:ENSG00000177156	biolink:Gene	TALDO1	
ensembl:ENSG00000141736	biolink:Gene	ERBB2	
ensembl:ENSG00000140443	biolink:Gene	IGF1R	
ensembl:ENSG00000171552	biolink:Gene	BCL2L1	
ensembl:ENSG00000197635	biolink:Gene	DPP4	
ensembl:ENSG00000139687	biolink:Gene	RB1	
ensembl:ENSG00000147889	biolink:Gene	CDKN2A	
